0	0 0 0 0 0 0 1
0.1038752	0.00833373093348917 0.00207106812543103 -0.0905126401416824 0.000187554382819174 0.00325851981535767 0.000265893779676054 0.999994638071857
0.2078941	0.0126918853782353 0.00258260709104763 -0.186413644826152 0.000138961048925306 0.00691127281861645 0.000598901479087034 0.999975927867702
0.3117497	0.0221587243065501 0.00480795340749191 -0.280841064656757 -0.000221721085204015 0.0106120361856276 0.000689283875806899 0.999943428607586
0.415622	0.0327544913505562 0.00167359734203525 -0.383566670478384 -0.00102992590031583 0.0150498827057713 0.00097795895549359 0.999885735411534
0.5194988	0.0347736250272238 0.00272140796836859 -0.506922281676777 -0.00173073981037317 0.020971209390571 0.00106386765623115 0.99977801591254
0.6233766	0.0432648037675555 0.00154135009174778 -0.627071208137241 -0.00215830840628942 0.0277046510161517 0.000930895277157868 0.999613388991404
0.7271218	0.0458879006307075 0.000419409649833283 -0.76892159255048 -0.00224622523067585 0.0360381854605675 0.000895487770609093 0.99934748799533
0.830874	0.0412361142076069 0.00158813190121853 -0.917854159636369 -0.00223669161187849 0.0455465953665751 0.000133542683442907 0.998959702404205
0.9346218	0.0489798180309101 0.00151110278930327 -1.07930924681155 -0.00230380381632444 0.0553843406036335 -0.000394622668071821 0.998462373641003
1.038404	0.0493689638071429 0.00502647564241417 -1.24968627617711 -0.00239655048724224 0.0665339591945734 -0.000506194263285816 0.997781154656183
1.142127	0.053708053164346 0.00932047373825115 -1.43174345933574 -0.0032061196690474 0.0785267166501381 0.00151690284233695 0.996905699940864
1.245873	0.0442826280306349 0.00558789462821668 -1.60026456975935 -0.004465109857955 0.0914003389556925 0.00381492895550517 0.995796910594628
1.349627	0.0333433642526767 0.0104744610537034 -1.79611553723781 -0.00503249360972825 0.105068031761081 0.00552878822445466 0.994436933752307
1.453253	-0.00449897469302125 0.0107308738433895 -1.9786597455419 -0.00530489963344118 0.120151203091903 0.00583678384905798 0.992724271079209
1.556997	-0.0319458385576432 0.0102793444733097 -2.18577604359056 -0.00540821776436323 0.135843146954405 0.00697453895114481 0.990691044883598
1.660772	-0.0666823329336142 0.0163757716101897 -2.37132237864409 -0.00499008816537422 0.152089085615766 0.00768422743416861 0.988324320102163
1.764374	-0.117140107776522 0.0173595089860384 -2.58795790440851 -0.00487432750302198 0.169602842440555 0.00914700368973265 0.985457989510957
1.868002	-0.179033673494598 0.0181610973946238 -2.78354576557245 -0.00495391313841364 0.187023773448993 0.0101948771559446 0.982289993530063
1.97175	-0.247184677500723 0.0135751708257433 -2.98488463260965 -0.00524545268463943 0.204794374499428 0.0116833915600111 0.978721230872804
2.075498	-0.327530782199897 0.019629051447239 -3.20269945640318 -0.00513631525013402 0.223488297065428 0.0124872846660038 0.974613085825404
2.179126	-0.431995394873937 0.0113980595535086 -3.41003399935783 -0.00525586241971736 0.243337023637361 0.0101255531742175 0.969874704284245
2.282875	-0.563129285842543 0.00487937030189286 -3.60949321208539 -0.00516181843898453 0.264559120783573 0.00704583894696543 0.964329914186094
2.386504	-0.688649799865678 0.0215050812503762 -3.80495254738864 -0.00388574671913316 0.286948491669256 0.00796198552876459 0.957905042730026
2.490144	-0.831424921379113 0.0386173232276586 -4.01049423739867 -0.00283155497956209 0.311168063177486 0.0107353036235078 0.950290046254764
2.59362	-0.997459777790848 0.0458153854070851 -4.20552170714837 -0.00278141427928224 0.336177933334291 0.0125029967713165 0.941711386755745
2.697329	-1.1877518378672 0.0436298877558501 -4.40469203670061 -0.00268027327838883 0.362170993853513 0.0120724899886883 0.932029635972905
2.80089	-1.41262673614342 0.0445153523964061 -4.59800210629451 -0.00163684584795717 0.388984638335939 0.00930754347296912 0.921195767200885
2.904641	-1.64942685808201 0.0562378483429022 -4.79330834063055 -0.000481789557402385 0.415858616000109 0.00724853545829937 0.909400262871639
3.008248	-1.87082844964164 0.0692406514463026 -4.97768091929622 0.000741637698336794 0.441814080253594 0.00642257833364155 0.897083340025186
3.112001	-2.12955702901545 0.079665368176107 -5.16001367783376 0.00215246003420166 0.468520862074404 0.00610323491173688 0.883428729010139
3.215751	-2.40899958208509 0.0939784943067696 -5.34058372561935 0.00345068229101004 0.495308401112653 0.0057764778660654 0.868691149305907
3.319374	-2.68443882586854 0.0936990661571619 -5.50822257974673 0.00385269750634088 0.521396494695201 0.00625353310362231 0.85328292222756
3.423126	-2.97302981376146 0.109531375231544 -5.67901999809025 0.00513073146964886 0.547067988553668 0.00665361637350869 0.83704600882125
3.526893	-3.26292245142204 0.123601690477358 -5.84237467092559 0.00607688251906602 0.571877164198576 0.00714187962940412 0.820285666169051
3.630648	-3.56288790897625 0.16182133570016 -6.01373254334963 0.00836633094481542 0.595573910263956 0.0074148278114949 0.803222722691502
